# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-g" "gene_id" "-a" "reference/GCF_000484505.2_ASM48450v2_genomic.gtf" "-o" "counts/gene_counts.txt" "bam_files/SRR23426208.bam" "bam_files/SRR23426209.bam" "bam_files/SRR23426210.bam" "bam_files/SRR23426211.bam" "bam_files/SRR23426212.bam" "bam_files/SRR23426213.bam" "bam_files/SRR23426214.bam" "bam_files/SRR23426215.bam" "bam_files/SRR23426216.bam" "bam_files/SRR23426217.bam" "bam_files/SRR23426218.bam" "bam_files/SRR23426219.bam" "bam_files/SRR23426220.bam" "bam_files/SRR23426221.bam" "bam_files/SRR23426222.bam" 
Geneid	Chr	Start	End	Strand	Length	bam_files/SRR23426208.bam	bam_files/SRR23426209.bam	bam_files/SRR23426210.bam	bam_files/SRR23426211.bam	bam_files/SRR23426212.bam	bam_files/SRR23426213.bam	bam_files/SRR23426214.bam	bam_files/SRR23426215.bam	bam_files/SRR23426216.bam	bam_files/SRR23426217.bam	bam_files/SRR23426218.bam	bam_files/SRR23426219.bam	bam_files/SRR23426220.bam	bam_files/SRR23426221.bam	bam_files/SRR23426222.bam
CAETHG_RS16940	NC_022592.1	3603171	3603521	+	351	1221	1571	1460	1070	1042	1284	1009	891	1192	1284	1512	1777	1084	870	1301
CAETHG_RS16945	NC_022592.1	3603539	3605203	+	1665	3810	4396	4291	3059	3581	3412	2968	2846	4078	3685	3610	4969	3146	2568	3480
CAETHG_RS16950	NC_022592.1	3605261	3607300	+	2040	999	930	1343	956	929	942	942	1228	1217	2025	3388	3446	618	600	932
CAETHG_RS16955	NC_022592.1	3607687	3608247	+	561	528	587	824	529	490	572	548	419	688	608	776	781	435	492	521
CAETHG_RS16960	NC_022592.1	3608253	3608747	+	495	489	527	792	552	456	545	573	494	709	652	886	722	407	520	495
CAETHG_RS16965	NC_022592.1	3608769	3609293	+	525	1300	1201	1735	1089	973	1370	1231	969	1393	1245	1887	1587	910	1124	1049
CAETHG_RS16970	NC_022592.1	3609276	3610441	-	1166	400	492	693	346	347	494	344	339	475	411	794	447	323	325	307
CAETHG_RS16975	NC_022592.1	3610522	3611751	-	1230	976	1012	1498	728	784	794	681	542	1187	636	823	866	557	608	827
CAETHG_RS16980	NC_022592.1	3612162	3613163	+	1002	39086	26904	31054	27909	23542	33060	27901	25123	27431	16013	15393	21757	25313	20536	33306
CAETHG_RS16985	NC_022592.1	3613208	3614404	+	1197	37522	26849	31808	26233	22812	32079	26995	24172	26992	16965	15773	23192	26409	20516	33637
CAETHG_RS16990	NC_022592.1	3614468	3614971	+	504	6813	5307	8482	6124	4742	6645	5998	6036	5802	5731	7154	6715	5282	4879	6781
CAETHG_RS16995	NC_022592.1	3614985	3615170	+	186	1481	1145	1954	1453	1089	1397	1359	1427	1357	1334	1601	1569	1095	1220	1365
CAETHG_RS17000	NC_022592.1	3615283	3616296	+	1014	1253	1017	1844	1433	1048	1552	1453	1352	1591	1184	1377	2395	919	744	1328
CAETHG_RS17005	NC_022592.1	3616415	3616648	+	234	2252	1972	4199	3714	2170	2311	2374	3932	2209	3279	6831	1870	1935	3628	2708
CAETHG_RS17010	NC_022592.1	3616923	3617630	+	708	549	649	874	579	561	689	761	610	748	330	535	378	600	565	764
CAETHG_RS17015	NC_022592.1	3617649	3618716	+	1068	740	827	1556	1013	863	954	1213	1022	1318	665	843	837	856	744	1103
CAETHG_RS17020	NC_022592.1	3618742	3618837	+	96	206	211	319	187	178	255	233	181	246	133	201	180	110	86	146
CAETHG_RS17025	NC_022592.1	3618852	3622415	+	3564	2801	3525	6258	4039	3911	4360	4178	3858	5081	3095	3402	3938	2637	2143	2861
CAETHG_RS17030	NC_022592.1	3622450	3623361	+	912	584	725	1536	985	924	1081	1096	966	1305	835	789	1017	668	558	724
CAETHG_RS17035	NC_022592.1	3623486	3623821	+	336	461	401	1082	669	531	548	576	583	633	879	1409	627	424	424	498
CAETHG_RS17040	NC_022592.1	3623838	3625187	+	1350	4190	4133	7467	5188	4327	4703	4701	4258	5193	6273	7104	7168	3806	3843	3980
CAETHG_RS17045	NC_022592.1	3625247	3625504	+	258	6639	4818	10577	6487	4470	5850	6201	5122	5648	6663	9112	7198	4369	4899	5700
CAETHG_RS17050	NC_022592.1	3625523	3625750	+	228	2105	1603	3257	2357	1766	1942	1903	2444	2077	2617	3871	2425	1526	2086	1785
CAETHG_RS17055	NC_022592.1	3625875	3626363	+	489	316	263	436	245	267	247	244	246	375	316	377	499	144	148	234
CAETHG_RS17060	NC_022592.1	3626354	3627082	+	729	657	473	880	425	464	535	480	446	715	511	666	920	326	260	366
CAETHG_RS17065	NC_022592.1	3627215	3627562	+	348	13687	8156	14998	7547	6325	7740	7712	8586	8015	7578	13245	5257	4688	6788	5890
CAETHG_RS17070	NC_022592.1	3627618	3628142	+	525	1053	709	1385	779	710	722	910	914	1072	779	927	1258	483	495	656
CAETHG_RS17075	NC_022592.1	3628158	3629012	+	855	906	661	1296	648	669	736	800	775	973	698	841	1250	535	421	623
CAETHG_RS17080	NC_022592.1	3629043	3629900	+	858	590	503	1127	626	542	694	690	605	920	558	718	851	376	333	473
CAETHG_RS17085	NC_022592.1	3629907	3630275	-	369	126	109	452	215	285	268	245	285	315	338	516	316	115	182	163
CAETHG_RS17090	NC_022592.1	3630311	3630511	-	201	5	7	24	9	23	33	10	24	18	30	98	21	10	13	24
CAETHG_RS17095	NC_022592.1	3630614	3632131	-	1518	25	52	85	25	93	57	40	46	47	127	156	135	56	30	25
CAETHG_RS17100	NC_022592.1	3632302	3633402	+	1101	251	273	297	167	215	154	186	162	251	326	358	272	175	188	171
CAETHG_RS17105	NC_022592.1	3633515	3635623	+	2109	2095	2185	3051	2078	2215	2085	2158	1903	2747	2216	2479	2843	1430	1250	1586
CAETHG_RS17110	NC_022592.1	3635940	3636716	+	777	2377	2342	3117	2018	2038	2054	2232	1985	2838	1884	2255	2068	1416	1693	1894
CAETHG_RS17115	NC_022592.1	3637062	3637769	+	708	10988	8809	12955	9558	6878	7825	8779	8631	8646	7588	8605	9672	7287	7990	8391
CAETHG_RS17120	NC_022592.1	3638020	3638940	+	921	13453	10655	16284	11505	8063	8979	10407	10912	10628	9410	10934	10636	9120	9670	10093
CAETHG_RS17125	NC_022592.1	3639037	3639750	+	714	2333	2456	3192	2576	2460	2950	2336	2199	2729	2207	2476	2955	2158	2555	2677
CAETHG_RS17130	NC_022592.1	3639771	3640328	+	558	5256	4403	6026	4654	4567	6631	4329	4068	4683	3773	5752	4029	4087	4642	5125
CAETHG_RS17135	NC_022592.1	3640489	3641256	+	768	1074	950	1059	839	681	1009	827	689	1082	530	618	611	729	662	976
CAETHG_RS17140	NC_022592.1	3641330	3642127	+	798	582	531	529	400	405	430	436	307	637	275	318	226	368	416	438
CAETHG_RS17145	NC_022592.1	3642518	3643675	+	1158	873	857	998	830	614	685	780	696	700	758	885	971	690	678	911
CAETHG_RS17150	NC_022592.1	3643695	3644705	+	1011	886	947	908	604	705	786	687	664	789	854	805	1040	657	715	921
CAETHG_RS17155	NC_022592.1	3644747	3645796	+	1050	1136	1199	1223	884	745	827	844	878	1069	1025	1057	1172	806	711	1068
CAETHG_RS17160	NC_022592.1	3646061	3646525	+	465	370	443	579	468	444	377	366	418	467	547	759	616	310	266	374
CAETHG_RS17165	NC_022592.1	3646543	3647607	+	1065	2123	2621	2707	2222	1956	2174	2014	1859	2641	2086	2072	3581	1573	1338	2079
CAETHG_RS17170	NC_022592.1	3647613	3647894	+	282	444	548	665	451	475	449	461	422	674	478	452	784	382	265	460
CAETHG_RS17175	NC_022592.1	3647884	3648201	+	318	921	1027	1232	903	978	969	831	944	977	883	956	1204	696	681	906
CAETHG_RS17180	NC_022592.1	3648219	3650321	+	2103	6178	7171	7626	5786	6338	6199	5561	5420	7606	5147	5246	7928	5008	4154	5801
CAETHG_RS17185	NC_022592.1	3650340	3650705	+	366	1289	1444	1419	1104	1074	1260	1068	999	1538	906	1259	1419	873	760	1031
CAETHG_RS17190	NC_022592.1	3650692	3651654	+	963	2287	2519	3062	2084	2243	2429	2291	2012	2870	1877	2194	2658	1861	1519	2042
CAETHG_RS17195	NC_022592.1	3651654	3652532	+	879	710	918	995	756	703	756	734	639	1012	609	600	962	613	427	749
CAETHG_RS17200	NC_022592.1	3652535	3653473	+	939	766	1034	1281	1032	915	891	808	886	1149	1220	1632	1253	779	738	878
CAETHG_RS17205	NC_022592.1	3653589	3653852	+	264	4134	2479	11057	6378	5397	9969	6480	9279	9141	5692	12038	4317	2750	3904	5609
CAETHG_RS17210	NC_022592.1	3653924	3656068	+	2145	7403	6069	9948	7162	6458	7759	6607	7247	9838	7022	7710	13896	4769	3411	6776
CAETHG_RS17215	NC_022592.1	3656176	3657474	+	1299	951	887	1468	1061	932	1049	1054	1317	1446	1597	2096	3847	633	413	975
CAETHG_RS17220	NC_022592.1	3657561	3657833	+	273	217	453	316	202	452	358	160	264	227	938	1018	1008	503	281	298
CAETHG_RS17225	NC_022592.1	3657940	3658605	+	666	538	1126	869	776	1962	1195	410	870	847	2960	3307	3186	1286	1123	674
CAETHG_RS17230	NC_022592.1	3658789	3661047	+	2259	1290	1437	1778	1389	1684	1485	1267	1236	1587	1668	2023	2349	1296	1128	1400
CAETHG_RS17235	NC_022592.1	3661107	3662429	+	1323	1163	1329	1546	979	1206	1148	940	958	1335	1316	1574	1576	964	1004	1071
CAETHG_RS17240	NC_022592.1	3662431	3663018	+	588	647	682	786	536	607	678	557	527	734	716	928	933	529	517	618
CAETHG_RS17245	NC_022592.1	3663164	3664252	+	1089	11683	8605	9770	4903	9161	11579	8586	4250	10817	5192	4757	5375	10142	9453	10429
CAETHG_RS17250	NC_022592.1	3664488	3666032	+	1545	40007	35316	42844	28855	29329	37279	31333	25275	37604	28555	34749	31723	28858	30136	35131
CAETHG_RS17255	NC_022592.1	3666183	3666443	+	261	1549	1284	3114	2715	1218	1592	1633	2374	1455	2673	4457	2509	1732	2354	2002
CAETHG_RS17260	NC_022592.1	3666538	3667461	+	924	665	613	1046	636	423	627	697	655	570	706	1237	716	402	569	623
CAETHG_RS17265	NC_022592.1	3667480	3668781	+	1302	622	570	1032	662	439	552	585	591	745	546	683	619	352	514	524
CAETHG_RS17270	NC_022592.1	3668778	3669134	+	357	92	105	150	79	61	88	82	69	98	87	91	81	80	90	116
CAETHG_RS17275	NC_022592.1	3669206	3670399	+	1194	4852	4375	7671	5788	4243	5499	4559	5291	5609	5889	6084	7820	3744	4569	4467
CAETHG_RS17280	NC_022592.1	3670524	3670784	+	261	6028	3514	6673	4850	2749	5240	4704	5356	3144	3429	6100	2490	3614	4989	5634
CAETHG_RS17285	NC_022592.1	3670827	3671042	-	216	93	278	224	138	414	274	70	317	105	1031	2426	578	345	310	115
CAETHG_RS17290	NC_022592.1	3671290	3672720	+	1431	1409	1132	4019	3599	2455	5905	3067	3124	1171	3180	4090	4525	2835	3251	2168
CAETHG_RS17295	NC_022592.1	3672856	3673059	+	204	20	69	57	44	82	50	37	72	10	648	1153	356	136	124	45
CAETHG_RS17300	NC_022592.1	3673224	3673787	+	564	66	178	151	146	239	155	86	218	32	2598	4482	1543	386	450	101
CAETHG_RS17305	NC_022592.1	3673799	3675241	-	1443	1811	1989	1953	1006	1374	1616	1404	1059	2165	1281	1359	1702	892	813	1252
CAETHG_RS17310	NC_022592.1	3675602	3676657	+	1056	7303	9839	23288	27367	5962	6590	15851	22628	3066	15027	17523	19208	24565	24264	23009
CAETHG_RS17315	NC_022592.1	3676773	3678014	-	1242	918	659	992	583	445	637	645	489	806	584	914	750	379	288	650
CAETHG_RS17320	NC_022592.1	3678422	3679030	+	609	84	94	84	72	71	72	82	45	85	44	79	72	30	64	59
CAETHG_RS17325	NC_022592.1	3679151	3680632	-	1482	2639	2189	3245	2092	2110	2719	2909	1954	3119	1519	1496	1613	2104	1621	2960
CAETHG_RS17330	NC_022592.1	3680799	3681401	-	603	357	308	214	169	191	349	388	162	329	90	119	90	235	225	406
CAETHG_RS17335	NC_022592.1	3681858	3682235	+	378	959	736	895	475	532	804	579	479	684	444	586	340	540	490	692
CAETHG_RS17340	NC_022592.1	3682360	3684360	-	2001	608	665	848	486	505	599	634	419	778	624	799	551	554	459	544
CAETHG_RS17345	NC_022592.1	3684631	3685002	+	372	481	425	382	307	304	347	357	268	346	357	476	313	250	339	385
CAETHG_RS17350	NC_022592.1	3685009	3686496	+	1488	1185	1165	1093	923	971	1072	911	770	1140	1336	1588	1286	785	820	934
CAETHG_RS17355	NC_022592.1	3686787	3687932	+	1146	360	258	343	364	476	500	503	295	588	313	412	268	146	104	215
CAETHG_RS17360	NC_022592.1	3688087	3688224	+	138	13	1	15	6	9	6	6	1	2	24	76	13	6	4	9
CAETHG_RS17365	NC_022592.1	3688369	3688569	-	201	10	13	30	33	14	19	28	22	0	31	28	37	9	13	19
CAETHG_RS17370	NC_022592.1	3688684	3690690	-	2007	45	45	154	275	73	158	303	149	86	257	182	309	103	73	57
CAETHG_RS17375	NC_022592.1	3690683	3692074	-	1392	20	34	85	142	76	71	172	69	39	172	221	204	61	52	28
CAETHG_RS17380	NC_022592.1	3692208	3693194	+	987	14	16	132	130	51	90	126	75	26	130	129	171	62	64	68
CAETHG_RS17385	NC_022592.1	3693316	3693480	+	165	56	40	52	49	62	59	61	53	56	46	72	39	48	69	51
CAETHG_RS17390	NC_022592.1	3693683	3694246	+	564	217	264	304	97	172	181	226	110	159	194	224	200	126	181	188
CAETHG_RS17395	NC_022592.1	3694243	3695703	+	1461	677	523	584	406	512	658	654	335	404	907	1170	757	454	503	605
CAETHG_RS17400	NC_022592.1	3696099	3696890	+	792	149	180	258	220	241	348	272	285	229	281	404	372	216	204	170
CAETHG_RS17405	NC_022592.1	3696968	3697621	+	654	22272	19727	47506	27541	22368	29236	25737	27902	27445	31780	51348	46902	26972	27134	34489
CAETHG_RS17410	NC_022592.1	3697772	3699070	+	1299	8434	6373	13260	7882	5415	9971	8702	6476	7927	9338	15955	14433	9274	7264	12107
CAETHG_RS17415	NC_022592.1	3699070	3699645	+	576	37	43	18	35	47	47	58	33	42	55	89	48	66	57	54
CAETHG_RS17420	NC_022592.1	3699871	3700323	+	453	605	526	584	408	600	509	368	443	329	458	721	448	381	468	430
CAETHG_RS17425	NC_022592.1	3700504	3700677	-	174	33	322	53	234	554	244	33	198	36	5796	14214	1828	409	871	71
CAETHG_RS17430	NC_022592.1	3700923	3702323	+	1401	2936	2862	2826	2163	2530	2933	2296	1898	2688	2027	2448	2419	2215	2056	3266
CAETHG_RS17435	NC_022592.1	3702353	3703339	+	987	1475	1270	1215	832	968	1265	1024	810	1275	746	857	956	1039	836	1374
CAETHG_RS17440	NC_022592.1	3703381	3703953	-	573	400	253	176	170	214	281	271	203	255	101	107	146	168	118	222
CAETHG_RS17445	NC_022592.1	3704079	3704789	+	711	151	106	46	92	76	108	125	96	134	136	237	197	69	52	86
CAETHG_RS17450	NC_022592.1	3704786	3705100	+	315	39	17	12	8	12	16	21	18	28	24	42	52	19	16	18
CAETHG_RS17455	NC_022592.1	3705223	3706320	+	1098	259	150	177	154	170	178	178	140	175	345	372	382	149	138	172
CAETHG_RS17460	NC_022592.1	3706498	3706755	+	258	8	6	11	0	2	4	3	2	4	0	16	5	7	2	4
CAETHG_RS17465	NC_022592.1	3706906	3707250	+	345	284	303	373	268	211	299	256	211	275	354	606	322	239	270	283
CAETHG_RS17470	NC_022592.1	3707338	3707676	+	339	108	160	137	97	80	103	90	85	101	98	149	111	68	120	84
CAETHG_RS17475	NC_022592.1	3707681	3708847	+	1167	763	770	882	537	558	606	527	504	652	627	955	823	525	502	722
CAETHG_RS17480	NC_022592.1	3708999	3709184	+	186	8	12	16	16	14	16	3	9	16	26	39	19	9	18	10
CAETHG_RS17485	NC_022592.1	3709392	3711425	+	2034	838	843	1138	594	782	830	393	650	879	1237	1033	742	528	820	560
CAETHG_RS17490	NC_022592.1	3711474	3712886	-	1413	141	174	220	127	122	183	181	102	191	161	116	135	126	129	196
CAETHG_RS17495	NC_022592.1	3712938	3713654	-	717	99	76	108	107	69	133	119	75	93	48	112	86	71	69	126
CAETHG_RS17500	NC_022592.1	3713817	3714728	+	912	3	5	11	4	6	5	6	4	0	13	12	9	6	1	9
CAETHG_RS17505	NC_022592.1	3714725	3715486	+	762	4	8	12	3	10	3	7	4	6	9	21	16	9	9	5
CAETHG_RS17510	NC_022592.1	3715498	3716229	+	732	12	28	46	26	25	31	46	14	30	39	44	48	25	14	27
CAETHG_RS17515	NC_022592.1	3716472	3717212	-	741	29	58	298	241	117	206	221	149	134	205	381	164	120	137	119
CAETHG_RS17520	NC_022592.1	3717423	3719411	+	1989	110	113	103	91	78	93	91	40	80	425	408	259	55	84	87
CAETHG_RS17525	NC_022592.1	3719476	3720210	+	735	91	104	116	107	111	104	57	98	83	834	1359	483	161	170	92
CAETHG_RS17530	NC_022592.1	3720253	3720648	-	396	17773	13696	20409	16373	13753	22611	18094	13806	16262	8334	14130	9569	14540	18692	20207
CAETHG_RS17535	NC_022592.1	3720926	3722317	+	1392	1669	1046	2529	1948	876	1547	1493	1705	1141	1192	1920	1193	1192	1675	1612
CAETHG_RS17540	NC_022592.1	3722418	3723827	-	1410	3846	3692	1142	640	1355	1423	1799	715	2924	827	995	847	993	812	2157
CAETHG_RS17545	NC_022592.1	3724171	3724968	+	798	2439	2330	635	269	571	432	495	398	1640	266	308	243	450	460	1165
CAETHG_RS17550	NC_022592.1	3724981	3725958	+	978	3076	2871	886	415	731	536	675	486	2287	244	260	276	580	427	1377
CAETHG_RS17555	NC_022592.1	3725972	3727357	+	1386	3952	3732	1149	542	1089	828	883	653	2909	365	467	388	962	759	1887
CAETHG_RS17560	NC_022592.1	3727531	3728232	-	702	262	190	317	161	117	144	189	128	275	97	168	138	107	82	159
CAETHG_RS17565	NC_022592.1	3728410	3728979	-	570	16	117	33	23	88	55	11	21	27	341	441	272	132	113	48
CAETHG_RS17570	NC_022592.1	3729002	3729568	-	567	9	71	17	6	74	27	2	17	10	255	331	228	79	81	32
CAETHG_RS17575	NC_022592.1	3729844	3731766	+	1923	968	536	866	586	1020	1109	750	589	707	2670	2599	2682	849	643	824
CAETHG_RS17580	NC_022592.1	3731756	3732106	+	351	116	87	95	65	92	84	80	52	48	346	342	250	114	93	88
CAETHG_RS17585	NC_022592.1	3732308	3732544	+	237	63	36	39	43	30	56	39	25	59	72	58	34	43	75	168
CAETHG_RS17590	NC_022592.1	3732569	3732802	+	234	115	69	67	30	32	42	73	22	41	29	36	35	50	63	127
CAETHG_RS17595	NC_022592.1	3732824	3734869	+	2046	606	391	476	210	327	499	438	217	439	318	326	280	304	466	932
CAETHG_RS17600	NC_022592.1	3734933	3735211	+	279	88	58	52	28	36	57	39	23	39	41	39	22	52	55	125
CAETHG_RS17605	NC_022592.1	3735275	3735703	+	429	123	70	98	46	81	144	73	54	78	110	92	51	111	250	411
CAETHG_RS17610	NC_022592.1	3735732	3735974	+	243	39	20	18	14	7	32	20	12	18	32	33	12	22	39	76
CAETHG_RS17615	NC_022592.1	3735998	3736339	+	342	42	45	61	36	29	78	40	35	41	72	134	64	62	83	117
CAETHG_RS17620	NC_022592.1	3736438	3736662	-	225	5	9	9	4	8	9	14	6	10	10	7	9	8	15	10
CAETHG_RS17625	NC_022592.1	3736976	3737263	-	288	6	14	13	6	8	7	15	3	20	3	0	3	7	4	16
CAETHG_RS17630	NC_022592.1	3737513	3737965	+	453	45	63	61	33	43	63	36	47	83	36	54	56	27	33	54
CAETHG_RS17635	NC_022592.1	3737974	3738183	+	210	31	20	43	29	33	36	29	23	53	24	28	31	24	23	35
CAETHG_RS17640	NC_022592.1	3738251	3739597	+	1347	216	258	688	363	539	582	519	382	714	585	772	541	267	313	321
CAETHG_RS17645	NC_022592.1	3739627	3740049	+	423	57	50	181	100	111	126	142	90	162	191	225	148	81	48	79
CAETHG_RS17650	NC_022592.1	3740209	3741222	-	1014	497	523	423	373	537	709	655	301	762	257	291	266	480	465	485
CAETHG_RS17655	NC_022592.1	3741144	3741425	-	282	21	22	13	13	18	23	18	10	20	12	11	15	20	22	31
CAETHG_RS17660	NC_022592.1	3741442	3742053	-	612	167	213	130	121	207	252	276	122	261	122	183	161	186	178	204
CAETHG_RS17665	NC_022592.1	3742359	3744143	+	1785	172	132	181	118	112	184	125	74	113	323	448	214	118	158	234
CAETHG_RS17670	NC_022592.1	3744381	3745541	-	1161	242	249	270	194	163	231	220	142	234	238	319	240	239	257	217
CAETHG_RS17675	NC_022592.1	3745893	3746384	+	492	999	709	921	597	510	826	603	549	608	736	1347	500	534	704	772
CAETHG_RS17680	NC_022592.1	3746549	3747784	+	1236	51	53	46	39	52	56	47	47	35	133	195	154	25	43	68
CAETHG_RS17685	NC_022592.1	3747917	3748516	+	600	186	151	300	180	187	247	205	191	219	164	221	147	172	159	214
CAETHG_RS17690	NC_022592.1	3748580	3749380	+	801	244	229	370	200	211	249	264	227	332	166	218	249	205	182	235
CAETHG_RS17695	NC_022592.1	3749513	3750184	+	672	638	510	1202	766	658	746	683	650	739	715	906	948	507	516	613
CAETHG_RS17700	NC_022592.1	3750186	3751199	+	1014	640	741	1233	738	893	859	631	658	848	1222	1390	1556	573	478	582
CAETHG_RS17705	NC_022592.1	3751358	3752736	+	1379	1251	1227	1877	1370	1239	1493	1030	1430	1460	1707	2274	2031	970	989	1176
CAETHG_RS17710	NC_022592.1	3752777	3753121	+	345	897	608	1226	915	644	753	676	983	776	1034	1795	709	505	835	707
CAETHG_RS17715	NC_022592.1	3753147	3753578	-	432	966	909	824	552	670	899	754	505	751	812	1197	685	603	765	720
CAETHG_RS17720	NC_022592.1	3753715	3754227	+	513	85	104	145	88	86	114	82	75	100	65	62	62	63	66	71
CAETHG_RS17725	NC_022592.1	3754313	3755278	+	966	233	270	451	193	206	272	199	154	229	167	237	141	126	169	222
CAETHG_RS17730	NC_022592.1	3755417	3756184	+	768	87	105	93	59	79	84	62	59	87	45	75	38	80	60	112
CAETHG_RS17735	NC_022592.1	3756177	3758120	+	1944	180	161	217	178	144	224	175	100	227	149	230	174	109	96	165
CAETHG_RS17740	NC_022592.1	3758181	3759383	-	1203	460	288	466	304	317	418	445	331	476	351	434	451	236	161	290
CAETHG_RS17745	NC_022592.1	3759495	3760703	-	1209	191	147	522	424	339	420	437	307	419	318	331	329	98	110	187
CAETHG_RS17750	NC_022592.1	3761241	3762455	+	1215	65	236	97	123	382	190	92	171	104	2430	2926	2160	458	455	167
CAETHG_RS17755	NC_022592.1	3762568	3764811	-	2244	59	82	92	64	140	82	43	73	76	496	534	570	81	83	70
CAETHG_RS17760	NC_022592.1	3764811	3765509	-	699	35	37	56	23	32	37	38	40	41	127	172	115	24	28	49
CAETHG_RS17765	NC_022592.1	3765791	3766465	+	675	210	203	313	204	188	250	215	168	193	228	343	263	155	230	266
CAETHG_RS17770	NC_022592.1	3766462	3767490	+	1029	296	382	501	269	328	412	304	259	370	441	640	396	309	400	387
CAETHG_RS17775	NC_022592.1	3767747	3768511	+	765	34	31	51	24	48	69	42	29	31	48	70	61	30	17	42
CAETHG_RS17780	NC_022592.1	3768498	3770384	+	1887	111	85	109	62	108	116	66	101	105	227	339	209	73	56	68
CAETHG_RS17785	NC_022592.1	3770601	3771917	+	1317	308	1709	364	526	2531	1319	291	608	463	10235	11856	10305	2578	1823	693
CAETHG_RS17790	NC_022592.1	3772513	3773100	+	588	194	208	321	181	214	236	168	187	233	458	516	500	160	265	257
CAETHG_RS17795	NC_022592.1	3773242	3776142	+	2901	773	886	1027	680	680	795	740	558	846	1011	1404	1298	702	638	682
CAETHG_RS17800	NC_022592.1	3776152	3776550	-	399	364	217	283	206	159	267	239	189	202	183	427	163	229	224	359
CAETHG_RS17805	NC_022592.1	3776845	3777945	+	1101	496	436	1581	1481	679	1108	1163	998	623	1127	1362	1469	1166	1228	1075
CAETHG_RS17810	NC_022592.1	3777938	3778708	+	771	212	168	626	448	287	393	423	374	227	474	490	519	414	538	442
CAETHG_RS17815	NC_022592.1	3778816	3779340	-	525	62	273	156	123	493	285	35	157	100	640	706	571	343	239	94
CAETHG_RS17820	NC_022592.1	3779354	3780244	-	891	80	427	259	143	887	424	55	279	146	1056	1211	1092	668	408	121
CAETHG_RS17825	NC_022592.1	3780522	3782771	+	2250	706	611	830	597	458	736	664	603	764	245	446	213	387	735	617
CAETHG_RS17830	NC_022592.1	3782785	3784454	+	1670	630	627	759	537	506	702	688	487	774	280	383	247	476	683	619
CAETHG_RS17835	NC_022592.1	3785340	3786017	+	678	742	734	1165	833	697	844	768	723	1025	515	623	628	703	733	825
CAETHG_RS17840	NC_022592.1	3786035	3786496	+	462	625	590	1163	716	650	729	906	670	959	445	478	657	559	577	695
CAETHG_RS17845	NC_022592.1	3786521	3786715	+	195	53	54	101	64	55	84	82	61	79	56	43	58	69	54	87
CAETHG_RS17850	NC_022592.1	3786712	3786954	+	243	80	140	238	101	114	126	115	140	140	86	94	82	129	121	149
CAETHG_RS17855	NC_022592.1	3786979	3787191	+	213	123	97	247	139	94	114	115	124	140	101	106	114	102	101	153
CAETHG_RS17860	NC_022592.1	3787210	3787902	+	693	110	82	297	150	111	134	153	110	161	101	116	118	125	126	129
CAETHG_RS17865	NC_022592.1	3787935	3788255	+	321	92	75	338	174	171	139	131	153	248	111	106	145	132	128	160
CAETHG_RS17870	NC_022592.1	3788264	3789442	+	1179	328	351	1214	722	577	514	614	706	708	473	542	570	532	516	580
CAETHG_RS17875	NC_022592.1	3789493	3790905	+	1413	422	404	1251	707	476	564	594	663	663	546	653	538	498	538	585
CAETHG_RS17880	NC_022592.1	3791108	3791353	+	246	336	219	542	342	253	260	274	368	302	368	850	245	204	313	334
CAETHG_RS20635	NC_022592.1	3791354	3791488	+	135	58	40	76	49	52	32	39	68	41	66	175	26	40	61	58
CAETHG_RS17885	NC_022592.1	3791800	3792045	+	246	93	64	648	304	518	662	330	372	672	242	544	183	75	125	118
CAETHG_RS17890	NC_022592.1	3792071	3792328	+	258	10	3	60	43	34	31	67	50	43	39	48	46	19	35	21
CAETHG_RS17895	NC_022592.1	3792349	3793485	+	1137	38	55	382	364	274	365	421	315	360	203	214	287	172	117	167
CAETHG_RS17900	NC_022592.1	3793475	3796408	+	2934	296	357	1850	1502	1403	1800	1941	1353	1370	1341	1254	1529	751	760	692
CAETHG_RS17905	NC_022592.1	3796547	3798223	+	1677	1499	1554	2649	1841	1697	2151	1837	1454	1784	1783	1867	1850	1498	1908	1676
CAETHG_RS17910	NC_022592.1	3798258	3798656	-	399	380	265	404	234	214	338	312	197	311	174	370	242	197	185	303
CAETHG_RS17915	NC_022592.1	3798708	3799127	-	420	341	299	381	188	212	219	242	193	220	296	491	316	195	139	221
CAETHG_RS17920	NC_022592.1	3799336	3802515	+	3180	1790	1649	2072	1064	1128	1293	1256	1029	1926	588	733	947	1058	1302	1733
CAETHG_RS17925	NC_022592.1	3802689	3802853	+	165	55	65	101	49	56	81	56	46	68	67	53	51	51	49	85
CAETHG_RS17930	NC_022592.1	3802855	3803203	+	349	126	187	184	121	150	153	111	94	153	122	175	148	85	113	173
CAETHG_RS17935	NC_022592.1	3803656	3803994	+	339	191	238	295	175	186	251	206	180	179	171	294	174	194	233	229
CAETHG_RS17940	NC_022592.1	3804593	3804958	+	366	462	413	577	444	526	485	443	398	415	1517	2902	1005	394	573	411
CAETHG_RS17945	NC_022592.1	3804951	3805235	+	285	1032	824	1376	1078	992	1236	951	1152	863	2003	4594	1098	727	1234	882
CAETHG_RS17950	NC_022592.1	3805808	3807064	+	1257	363	286	408	240	231	312	296	244	421	202	235	202	200	219	368
